node,formal,lean,latex,tptp,smtlib,py_lambda,py_cayley_table,ssa,rpn,polish,slots,json_ast,ascii_tree,graphviz,natural_language,word_problem,text,text2,confusable_vars
49,x = x ◇ (x ◇ (y ◇ x)),"example (G : Type u) [Magma G] : Prop := ∀ x y : G, x = x ◇ (x ◇ (y ◇ x))",x = x \diamond (x \diamond (y \diamond x)),"fof(law, axiom, ![X,Y] : X = op(X,op(X,op(Y,X)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M))
  (= x (op x (op x (op y x))))))","lambda op, x, y: x == op(x, op(x, op(y, x)))","def law(table):
    n = len(table)
    return all(x == table[x][table[x][table[y][x]]] for x in range(n) for y in range(n))
","t1 = y ◇ x
t2 = x ◇ t1
t3 = x ◇ t2
assert x = t3",x x x y x ◇ ◇ ◇ =,= x ◇ x ◇ x ◇ y x,"[1, [1, [1, [2, 1]]]]","{""="": [""x"", {""◇"": [""x"", {""◇"": [""x"", {""◇"": [""y"", ""x""]}]}]}]}","=
├── x
└── ◇
    ├── x
    └── ◇
        ├── x
        └── ◇
            ├── y
            └── x","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""y""];
  n9 [label=""x""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The expression on the left side is a single variable x. The expression on the right side involves the operation applied to two arguments: the first argument is the same variable x, and the second argument is the result of applying the operation to two other arguments. The first of these two arguments is the same variable x, and the second is the result of applying the operation to two arguments: the first is the same variable x and the second is another variable y. The variable x appears three times in total, once on the left side and twice in the nested operations, while the variable y appears once in the innermost operation. The structure is a single operation with the first argument being x and the second argument being another operation, which itself has as its first argument x and as its second argument an operation between x and y.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x and y, x gives the same part as welding x to the part made by welding x to the part made by welding y to x.",x equals x diamond open bracket x diamond open bracket y diamond x close bracket close bracket,x equals the diamond of x and the diamond of x and the diamond of y and x,l = l ◇ (l ◇ (I ◇ l))
51,x = x ◇ (x ◇ (y ◇ z)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = x ◇ (x ◇ (y ◇ z))",x = x \diamond (x \diamond (y \diamond z)),"fof(law, axiom, ![X,Y,Z] : X = op(X,op(X,op(Y,Z)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op x (op x (op y z))))))","lambda op, x, y, z: x == op(x, op(x, op(y, z)))","def law(table):
    n = len(table)
    return all(x == table[x][table[x][table[y][z]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = y ◇ z
t2 = x ◇ t1
t3 = x ◇ t2
assert x = t3",x x x y z ◇ ◇ ◇ =,= x ◇ x ◇ x ◇ y z,"[1, [1, [1, [2, 3]]]]","{""="": [""x"", {""◇"": [""x"", {""◇"": [""x"", {""◇"": [""y"", ""z""]}]}]}]}","=
├── x
└── ◇
    ├── x
    └── ◇
        ├── x
        └── ◇
            ├── y
            └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""y""];
  n9 [label=""z""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","A single variable equals the result of combining that variable with the result of combining that variable with the result of combining two other variables. The first variable appears twice, once as the first operand in the outermost combination and once as the first operand in the middle combination. The other two variables each appear once as the operands in the innermost combination. The combinations are nested such that the innermost combination is between the two other variables, then that result is combined with the first variable, and then that result is combined with the first variable again.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding x to the part made by welding x to the part made by welding y to z.",x equals x diamond open bracket x diamond open bracket y diamond z close bracket close bracket,x equals the diamond of x and the diamond of x and the diamond of y and z,l = l ◇ (l ◇ (I ◇ ll))
54,x = x ◇ (y ◇ (x ◇ z)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = x ◇ (y ◇ (x ◇ z))",x = x \diamond (y \diamond (x \diamond z)),"fof(law, axiom, ![X,Y,Z] : X = op(X,op(Y,op(X,Z)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op x (op y (op x z))))))","lambda op, x, y, z: x == op(x, op(y, op(x, z)))","def law(table):
    n = len(table)
    return all(x == table[x][table[y][table[x][z]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ z
t2 = y ◇ t1
t3 = x ◇ t2
assert x = t3",x x y x z ◇ ◇ ◇ =,= x ◇ x ◇ y ◇ x z,"[1, [1, [2, [1, 3]]]]","{""="": [""x"", {""◇"": [""x"", {""◇"": [""y"", {""◇"": [""x"", ""z""]}]}]}]}","=
├── x
└── ◇
    ├── x
    └── ◇
        ├── y
        └── ◇
            ├── x
            └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""x""];
  n9 [label=""z""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The identity equates a single variable x to the result of applying an operation to x and another result. That other result is obtained by applying the operation to y and a third result. The third result is obtained by applying the operation to x and z. The variable x appears three times in total, once on the left side and twice on the right side, while the variables y and z each appear once on the right side. The operation is nested such that the innermost application involves x and z, followed by an application involving y and that result, and finally an application involving x and the previous result.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding x to the part made by welding y to the part made by welding x to z.",x equals x diamond open bracket y diamond open bracket x diamond z close bracket close bracket,x equals the diamond of x and the diamond of y and the diamond of x and z,l = l ◇ (I ◇ (l ◇ ll))
59,x = x ◇ (y ◇ (z ◇ y)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = x ◇ (y ◇ (z ◇ y))",x = x \diamond (y \diamond (z \diamond y)),"fof(law, axiom, ![X,Y,Z] : X = op(X,op(Y,op(Z,Y)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op x (op y (op z y))))))","lambda op, x, y, z: x == op(x, op(y, op(z, y)))","def law(table):
    n = len(table)
    return all(x == table[x][table[y][table[z][y]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = z ◇ y
t2 = y ◇ t1
t3 = x ◇ t2
assert x = t3",x x y z y ◇ ◇ ◇ =,= x ◇ x ◇ y ◇ z y,"[1, [1, [2, [3, 2]]]]","{""="": [""x"", {""◇"": [""x"", {""◇"": [""y"", {""◇"": [""z"", ""y""]}]}]}]}","=
├── x
└── ◇
    ├── x
    └── ◇
        ├── y
        └── ◇
            ├── z
            └── y","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""x""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""z""];
  n9 [label=""y""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The identity states that a single variable x is equal to the operation applied to x and the operation applied to y and the operation applied to z and y. The operation is applied in a nested manner, with the innermost application being between z and y, then that result is applied with y, and finally that result is applied with x. The variables x, y, and z each appear once, with x appearing on both sides and y appearing twice on the right side.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding x to the part made by welding y to the part made by welding z to y.",x equals x diamond open bracket y diamond open bracket z diamond y close bracket close bracket,x equals the diamond of x and the diamond of y and the diamond of z and y,l = l ◇ (I ◇ (ll ◇ I))
63,x = y ◇ (x ◇ (x ◇ y)),"example (G : Type u) [Magma G] : Prop := ∀ x y : G, x = y ◇ (x ◇ (x ◇ y))",x = y \diamond (x \diamond (x \diamond y)),"fof(law, axiom, ![X,Y] : X = op(Y,op(X,op(X,Y)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M))
  (= x (op y (op x (op x y))))))","lambda op, x, y: x == op(y, op(x, op(x, y)))","def law(table):
    n = len(table)
    return all(x == table[y][table[x][table[x][y]]] for x in range(n) for y in range(n))
","t1 = x ◇ y
t2 = x ◇ t1
t3 = y ◇ t2
assert x = t3",x y x x y ◇ ◇ ◇ =,= x ◇ y ◇ x ◇ x y,"[1, [2, [1, [1, 2]]]]","{""="": [""x"", {""◇"": [""y"", {""◇"": [""x"", {""◇"": [""x"", ""y""]}]}]}]}","=
├── x
└── ◇
    ├── y
    └── ◇
        ├── x
        └── ◇
            ├── x
            └── y","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""x""];
  n9 [label=""y""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","A single variable x is equal to the result of applying a binary operation to y and the result of applying the binary operation to x and the result of applying the binary operation to x and y. The binary operation is applied in a nested structure where the first occurrence of the binary operation combines x and y, the second occurrence combines x with the result of the first occurrence, and the third occurrence combines y with the result of the second occurrence. The variable x appears twice in the expression, once in the innermost operation and once in the middle operation, while the variable y appears twice, once in the outermost operation and once in the innermost operation.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x and y, x gives the same part as welding y to the part made by welding x to the part made by welding x to y.",x equals y diamond open bracket x diamond open bracket x diamond y close bracket close bracket,x equals the diamond of y and the diamond of x and the diamond of x and y,l = I ◇ (l ◇ (l ◇ I))
64,x = y ◇ (x ◇ (x ◇ z)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = y ◇ (x ◇ (x ◇ z))",x = y \diamond (x \diamond (x \diamond z)),"fof(law, axiom, ![X,Y,Z] : X = op(Y,op(X,op(X,Z)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op y (op x (op x z))))))","lambda op, x, y, z: x == op(y, op(x, op(x, z)))","def law(table):
    n = len(table)
    return all(x == table[y][table[x][table[x][z]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ z
t2 = x ◇ t1
t3 = y ◇ t2
assert x = t3",x y x x z ◇ ◇ ◇ =,= x ◇ y ◇ x ◇ x z,"[1, [2, [1, [1, 3]]]]","{""="": [""x"", {""◇"": [""y"", {""◇"": [""x"", {""◇"": [""x"", ""z""]}]}]}]}","=
├── x
└── ◇
    ├── y
    └── ◇
        ├── x
        └── ◇
            ├── x
            └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""x""];
  n9 [label=""z""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The variable x is equal to the result of combining the variable y with the result of combining the variable x with the result of combining the variable x with the variable z. The variable x appears three times, the variable y once, and the variable z once. The operation is applied in a nested structure starting with the combination of x and z, then combining that result with x, and finally combining that result with y.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding y to the part made by welding x to the part made by welding x to z.",x equals y diamond open bracket x diamond open bracket x diamond z close bracket close bracket,x equals the diamond of y and the diamond of x and the diamond of x and z,l = I ◇ (l ◇ (l ◇ ll))
65,x = y ◇ (x ◇ (y ◇ x)),"example (G : Type u) [Magma G] : Prop := ∀ x y : G, x = y ◇ (x ◇ (y ◇ x))",x = y \diamond (x \diamond (y \diamond x)),"fof(law, axiom, ![X,Y] : X = op(Y,op(X,op(Y,X)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M))
  (= x (op y (op x (op y x))))))","lambda op, x, y: x == op(y, op(x, op(y, x)))","def law(table):
    n = len(table)
    return all(x == table[y][table[x][table[y][x]]] for x in range(n) for y in range(n))
","t1 = y ◇ x
t2 = x ◇ t1
t3 = y ◇ t2
assert x = t3",x y x y x ◇ ◇ ◇ =,= x ◇ y ◇ x ◇ y x,"[1, [2, [1, [2, 1]]]]","{""="": [""x"", {""◇"": [""y"", {""◇"": [""x"", {""◇"": [""y"", ""x""]}]}]}]}","=
├── x
└── ◇
    ├── y
    └── ◇
        ├── x
        └── ◇
            ├── y
            └── x","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""y""];
  n9 [label=""x""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The identity involves two variables, x and y. On the left side, the single variable x appears once. On the right side, the variables y and x each appear twice. The operation is applied in a nested structure starting with the combination of y and x, then combining the result with x, and finally combining the resulting value with y. The sequence of operations is structured such that the first combination involves y and x, the second combines the result of that with x, and the third combines the result of that with y.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x and y, x gives the same part as welding y to the part made by welding x to the part made by welding y to x.",x equals y diamond open bracket x diamond open bracket y diamond x close bracket close bracket,x equals the diamond of y and the diamond of x and the diamond of y and x,l = I ◇ (l ◇ (I ◇ l))
67,x = y ◇ (x ◇ (y ◇ z)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = y ◇ (x ◇ (y ◇ z))",x = y \diamond (x \diamond (y \diamond z)),"fof(law, axiom, ![X,Y,Z] : X = op(Y,op(X,op(Y,Z)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op y (op x (op y z))))))","lambda op, x, y, z: x == op(y, op(x, op(y, z)))","def law(table):
    n = len(table)
    return all(x == table[y][table[x][table[y][z]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = y ◇ z
t2 = x ◇ t1
t3 = y ◇ t2
assert x = t3",x y x y z ◇ ◇ ◇ =,= x ◇ y ◇ x ◇ y z,"[1, [2, [1, [2, 3]]]]","{""="": [""x"", {""◇"": [""y"", {""◇"": [""x"", {""◇"": [""y"", ""z""]}]}]}]}","=
├── x
└── ◇
    ├── y
    └── ◇
        ├── x
        └── ◇
            ├── y
            └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""x""];
  n7 [label=""◇""];
  n8 [label=""y""];
  n9 [label=""z""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The identity involves three variables x, y, and z. The left side is the variable x. The right side is formed by taking the variable y and combining it with another expression. That other expression is formed by taking the variable x and combining it with a third expression. The third expression is formed by taking the variable y and combining it with the variable z. The operation is applied in a nested structure where the innermost combination is y and z, followed by combining that result with x, and finally combining that result with y. The variable x appears once on the left and once in the middle of the right side, the variable y appears twice on the right side, and the variable z appears once on the right side.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding y to the part made by welding x to the part made by welding y to z.",x equals y diamond open bracket x diamond open bracket y diamond z close bracket close bracket,x equals the diamond of y and the diamond of x and the diamond of y and z,l = I ◇ (l ◇ (I ◇ ll))
77,x = y ◇ (y ◇ (y ◇ z)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = y ◇ (y ◇ (y ◇ z))",x = y \diamond (y \diamond (y \diamond z)),"fof(law, axiom, ![X,Y,Z] : X = op(Y,op(Y,op(Y,Z)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op y (op y (op y z))))))","lambda op, x, y, z: x == op(y, op(y, op(y, z)))","def law(table):
    n = len(table)
    return all(x == table[y][table[y][table[y][z]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = y ◇ z
t2 = y ◇ t1
t3 = y ◇ t2
assert x = t3",x y y y z ◇ ◇ ◇ =,= x ◇ y ◇ y ◇ y z,"[1, [2, [2, [2, 3]]]]","{""="": [""x"", {""◇"": [""y"", {""◇"": [""y"", {""◇"": [""y"", ""z""]}]}]}]}","=
├── x
└── ◇
    ├── y
    └── ◇
        ├── y
        └── ◇
            ├── y
            └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""y""];
  n9 [label=""z""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The equation states that a single variable x is equal to a nested application of a binary operation involving three instances of a variable y and one instance of a variable z. The operation is structured such that the first occurrence of y is combined with the second occurrence of y, which is combined with the third occurrence of y, which is combined with z. The result of this successive combination is equal to x.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding y to the part made by welding y to the part made by welding y to z.",x equals y diamond open bracket y diamond open bracket y diamond z close bracket close bracket,x equals the diamond of y and the diamond of y and the diamond of y and z,l = I ◇ (I ◇ (I ◇ ll))
80,x = y ◇ (y ◇ (z ◇ z)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = y ◇ (y ◇ (z ◇ z))",x = y \diamond (y \diamond (z \diamond z)),"fof(law, axiom, ![X,Y,Z] : X = op(Y,op(Y,op(Z,Z)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op y (op y (op z z))))))","lambda op, x, y, z: x == op(y, op(y, op(z, z)))","def law(table):
    n = len(table)
    return all(x == table[y][table[y][table[z][z]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = z ◇ z
t2 = y ◇ t1
t3 = y ◇ t2
assert x = t3",x y y z z ◇ ◇ ◇ =,= x ◇ y ◇ y ◇ z z,"[1, [2, [2, [3, 3]]]]","{""="": [""x"", {""◇"": [""y"", {""◇"": [""y"", {""◇"": [""z"", ""z""]}]}]}]}","=
├── x
└── ◇
    ├── y
    └── ◇
        ├── y
        └── ◇
            ├── z
            └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""y""];
  n7 [label=""◇""];
  n8 [label=""z""];
  n9 [label=""z""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The identity equates a variable x to a nested application of a binary operation. The binary operation is applied to a first variable y and the result of another application of the binary operation. This second application of the binary operation is performed on the same first variable y and the result of a third application of the binary operation. The third application of the binary operation is performed on a second variable z and the same second variable z. The variable x appears once on the left side, the first variable y appears twice on the left side of the outermost and middle applications, and the second variable z appears twice on the left side of the innermost application. The structure involves three levels of nesting where the binary operation is successively applied with the first variable y and the second variable z in a hierarchical manner.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding y to the part made by welding y to the part made by welding z to z.",x equals y diamond open bracket y diamond open bracket z diamond z close bracket close bracket,x equals the diamond of y and the diamond of y and the diamond of z and z,l = I ◇ (I ◇ (ll ◇ ll))
84,x = y ◇ (z ◇ (x ◇ z)),"example (G : Type u) [Magma G] : Prop := ∀ x y z : G, x = y ◇ (z ◇ (x ◇ z))",x = y \diamond (z \diamond (x \diamond z)),"fof(law, axiom, ![X,Y,Z] : X = op(Y,op(Z,op(X,Z)))).","(declare-sort M 0)
(declare-fun op (M M) M)
(assert (forall ((x M) (y M) (z M))
  (= x (op y (op z (op x z))))))","lambda op, x, y, z: x == op(y, op(z, op(x, z)))","def law(table):
    n = len(table)
    return all(x == table[y][table[z][table[x][z]]] for x in range(n) for y in range(n) for z in range(n))
","t1 = x ◇ z
t2 = z ◇ t1
t3 = y ◇ t2
assert x = t3",x y z x z ◇ ◇ ◇ =,= x ◇ y ◇ z ◇ x z,"[1, [2, [3, [1, 3]]]]","{""="": [""x"", {""◇"": [""y"", {""◇"": [""z"", {""◇"": [""x"", ""z""]}]}]}]}","=
├── x
└── ◇
    ├── y
    └── ◇
        ├── z
        └── ◇
            ├── x
            └── z","digraph law {
  ordering=out;
  n1 [label=""=""];
  n2 [label=""x""];
  n3 [label=""◇""];
  n4 [label=""y""];
  n5 [label=""◇""];
  n6 [label=""z""];
  n7 [label=""◇""];
  n8 [label=""x""];
  n9 [label=""z""];
  n1 -> n2;
  n1 -> n3;
  n3 -> n4;
  n3 -> n5;
  n5 -> n6;
  n5 -> n7;
  n7 -> n8;
  n7 -> n9;
}","The equation states that a single variable x is equal to the result of applying the operation to a variable y and the result of applying the operation to a variable z and the result of applying the operation to a variable x and a variable z. The variables x and z each appear twice on the right side, with x appearing once in the innermost operation and z appearing once in the innermost operation and once in the middle operation, while the variable y appears once on the right side. The left side contains only the variable x. The operation is nested such that the innermost application involves x and z, the next application involves z and the result of the innermost application, and the outermost application involves y and the result of the middle application.","A workshop welder takes two parts, in a definite order, and fuses them into one new part. Feeding the same two parts in the opposite order, or grouping a sequence of welds differently, may give a different part.

Claim: for any parts x, y and z, x gives the same part as welding y to the part made by welding z to the part made by welding x to z.",x equals y diamond open bracket z diamond open bracket x diamond z close bracket close bracket,x equals the diamond of y and the diamond of z and the diamond of x and z,l = I ◇ (ll ◇ (l ◇ ll))
