pair_id,node_a,node_b,relation,forward_a_implies_b,backward_b_implies_a,formal_a,formal_b,split_42,split_7,split_123,split_99,split_256
12478,4355,14,incomparable,False,False,x ◇ (y ◇ y) = z ◇ (w ◇ w),x = y ◇ (x ◇ y),excluded,excluded,train,test,train
12479,2942,2311,stronger,False,True,x = ((y ◇ (y ◇ x)) ◇ z) ◇ x,x = (y ◇ (x ◇ (z ◇ x))) ◇ y,excluded,train,train,train,train
12480,890,2341,equivalent,True,True,x = y ◇ ((x ◇ z) ◇ (x ◇ y)),x = (y ◇ (y ◇ (y ◇ y))) ◇ y,train,excluded,test,train,excluded
12481,3261,2936,incomparable,False,False,x ◇ x = x ◇ (y ◇ (y ◇ x)),x = ((y ◇ (y ◇ x)) ◇ x) ◇ x,excluded,train,test,train,excluded
12482,606,1674,weaker,True,False,x = y ◇ (z ◇ (w ◇ (w ◇ w))),x = (x ◇ y) ◇ ((z ◇ z) ◇ z),excluded,excluded,train,excluded,train
12483,2283,2476,weaker,True,False,x = (x ◇ (y ◇ (z ◇ z))) ◇ z,x = (x ◇ ((y ◇ z) ◇ x)) ◇ x,test,excluded,train,excluded,train
12484,4332,2507,incomparable,False,False,x ◇ (y ◇ x) = z ◇ (y ◇ z),x = (y ◇ ((x ◇ y) ◇ y)) ◇ y,excluded,train,excluded,excluded,train
12485,2322,1400,incomparable,False,False,x = (y ◇ (x ◇ (z ◇ w))) ◇ x,x = y ◇ (((z ◇ w) ◇ x) ◇ x),train,excluded,train,excluded,test
12486,3145,3723,incomparable,False,False,x = (((y ◇ y) ◇ x) ◇ z) ◇ x,x ◇ y = (x ◇ y) ◇ (x ◇ z),train,train,train,train,test
12487,3511,1260,incomparable,False,False,x ◇ y = x ◇ ((x ◇ y) ◇ x),x = x ◇ (((y ◇ z) ◇ x) ◇ z),excluded,train,train,train,test
12488,820,3516,incomparable,False,False,x = x ◇ ((x ◇ x) ◇ (y ◇ y)),x ◇ y = x ◇ ((x ◇ z) ◇ z),train,excluded,excluded,excluded,train
12489,1221,2089,weaker,True,False,x = y ◇ ((z ◇ (w ◇ u)) ◇ u),x = ((y ◇ x) ◇ x) ◇ (x ◇ z),train,train,excluded,excluded,excluded
12490,3337,376,stronger,False,True,x ◇ y = x ◇ (z ◇ (w ◇ x)),x ◇ y = (x ◇ x) ◇ z,train,train,excluded,excluded,test
12491,132,4525,weaker,True,False,x = y ◇ ((y ◇ z) ◇ z),x ◇ (y ◇ z) = (y ◇ x) ◇ z,test,train,train,excluded,excluded
12492,157,132,stronger,False,True,x = (x ◇ y) ◇ (x ◇ y),x = y ◇ ((y ◇ z) ◇ z),excluded,train,train,test,train
12493,1235,1079,stronger,False,True,x = x ◇ (((x ◇ y) ◇ z) ◇ y),x = y ◇ ((x ◇ (x ◇ z)) ◇ y),test,test,train,excluded,train
12494,2027,1482,weaker,True,False,x = (y ◇ (z ◇ w)) ◇ (w ◇ w),x = (y ◇ x) ◇ (x ◇ (y ◇ y)),excluded,excluded,excluded,excluded,test
12495,2816,1303,weaker,True,False,x = ((y ◇ z) ◇ (z ◇ w)) ◇ x,x = y ◇ (((x ◇ z) ◇ z) ◇ x),excluded,excluded,excluded,train,test
12496,3692,2739,incomparable,False,False,x ◇ x = (y ◇ y) ◇ (z ◇ z),x = ((y ◇ y) ◇ (x ◇ z)) ◇ x,train,excluded,train,train,excluded
12497,1129,844,incomparable,False,False,x = y ◇ ((y ◇ (z ◇ x)) ◇ x),x = x ◇ ((y ◇ y) ◇ (x ◇ z)),train,train,excluded,excluded,excluded
12498,3372,496,stronger,False,True,x ◇ y = y ◇ (z ◇ (z ◇ z)),x = y ◇ (x ◇ (z ◇ (w ◇ y))),train,excluded,train,train,train
12499,1082,717,stronger,False,True,x = y ◇ ((x ◇ (y ◇ x)) ◇ x),x = y ◇ (y ◇ ((y ◇ y) ◇ y)),train,train,excluded,test,excluded
12500,4491,2854,incomparable,False,False,x ◇ (y ◇ y) = (z ◇ x) ◇ z,x = ((x ◇ (x ◇ y)) ◇ x) ◇ z,test,train,excluded,train,excluded
12501,3897,1224,incomparable,False,False,x ◇ x = (y ◇ (z ◇ x)) ◇ x,x = x ◇ (((x ◇ x) ◇ x) ◇ y),excluded,excluded,excluded,train,test
12502,3118,2940,incomparable,False,False,x = (((y ◇ x) ◇ y) ◇ z) ◇ x,x = ((y ◇ (y ◇ x)) ◇ y) ◇ y,train,excluded,train,train,train
12503,3015,1903,stronger,False,True,x = ((y ◇ (z ◇ z)) ◇ z) ◇ x,x = (y ◇ (x ◇ y)) ◇ (z ◇ w),excluded,excluded,train,train,train
12504,2673,1385,stronger,False,True,x = ((x ◇ y) ◇ (y ◇ y)) ◇ y,x = y ◇ (((z ◇ z) ◇ x) ◇ z),excluded,excluded,excluded,test,excluded
12505,4661,4470,incomparable,False,False,(x ◇ y) ◇ y = (y ◇ z) ◇ z,x ◇ (y ◇ y) = (x ◇ x) ◇ y,excluded,train,excluded,train,train
12506,2445,2609,incomparable,False,False,x = (x ◇ ((x ◇ x) ◇ y)) ◇ z,x = (y ◇ ((z ◇ z) ◇ z)) ◇ x,train,train,excluded,train,excluded
12507,4139,2826,incomparable,False,False,x ◇ y = ((x ◇ z) ◇ x) ◇ z,x = ((y ◇ z) ◇ (w ◇ y)) ◇ x,train,excluded,train,excluded,excluded
12508,3328,4499,incomparable,False,False,x ◇ y = x ◇ (z ◇ (x ◇ w)),x ◇ (y ◇ y) = (z ◇ z) ◇ z,excluded,excluded,train,train,excluded
12509,705,2289,weaker,True,False,x = y ◇ (y ◇ ((x ◇ x) ◇ z)),x = (x ◇ (y ◇ (z ◇ w))) ◇ u,train,excluded,train,train,train
12510,798,214,weaker,True,False,x = y ◇ (z ◇ ((w ◇ y) ◇ z)),x = (x ◇ (y ◇ z)) ◇ x,excluded,train,train,excluded,test
12511,3011,2097,incomparable,False,False,x = ((y ◇ (z ◇ z)) ◇ y) ◇ x,x = ((y ◇ x) ◇ y) ◇ (x ◇ x),test,train,excluded,excluded,excluded
12512,2155,4680,weaker,True,False,x = ((y ◇ y) ◇ z) ◇ (z ◇ w),(x ◇ y) ◇ z = (y ◇ z) ◇ w,train,train,train,excluded,train
12513,1405,1454,incomparable,False,False,x = y ◇ (((z ◇ w) ◇ y) ◇ x),x = (x ◇ y) ◇ (y ◇ (y ◇ x)),test,excluded,excluded,train,excluded
12514,3188,2938,stronger,False,True,x = (((y ◇ z) ◇ x) ◇ w) ◇ x,x = ((y ◇ (y ◇ x)) ◇ x) ◇ z,train,train,excluded,excluded,excluded
12515,2889,2791,incomparable,False,False,x = ((x ◇ (y ◇ z)) ◇ y) ◇ w,x = ((y ◇ z) ◇ (y ◇ y)) ◇ x,test,excluded,excluded,train,train
12516,4075,4545,incomparable,False,False,x ◇ x = ((x ◇ y) ◇ y) ◇ z,x ◇ (y ◇ z) = (z ◇ y) ◇ y,train,excluded,excluded,excluded,excluded
12517,4634,678,stronger,False,True,(x ◇ y) ◇ x = (x ◇ z) ◇ w,x = y ◇ (x ◇ ((y ◇ x) ◇ z)),excluded,train,train,excluded,train
12518,4089,4476,incomparable,False,False,x ◇ x = ((y ◇ x) ◇ z) ◇ w,x ◇ (y ◇ y) = (x ◇ z) ◇ y,excluded,train,excluded,excluded,train
12519,4239,1317,stronger,False,True,x ◇ y = ((z ◇ z) ◇ w) ◇ z,x = y ◇ (((y ◇ x) ◇ y) ◇ z),train,train,train,train,excluded
12520,1345,2971,equivalent,True,True,x = y ◇ (((y ◇ z) ◇ w) ◇ y),x = ((y ◇ (y ◇ z)) ◇ w) ◇ w,excluded,test,excluded,train,train
12521,3525,2955,stronger,False,True,x ◇ y = x ◇ ((y ◇ z) ◇ y),x = ((y ◇ (y ◇ y)) ◇ z) ◇ w,excluded,train,train,excluded,excluded
12522,3535,2622,stronger,False,True,x ◇ y = x ◇ ((z ◇ y) ◇ w),x = (y ◇ ((z ◇ w) ◇ x)) ◇ u,train,test,excluded,excluded,train
12523,554,1998,stronger,False,True,x = y ◇ (z ◇ (y ◇ (x ◇ x))),x = (y ◇ (z ◇ z)) ◇ (y ◇ z),train,excluded,test,train,train
12524,807,176,weaker,True,False,x = y ◇ (z ◇ ((w ◇ w) ◇ y)),x = (y ◇ y) ◇ (x ◇ x),excluded,train,train,train,excluded
12525,3340,3608,incomparable,False,False,x ◇ y = x ◇ (z ◇ (w ◇ w)),x ◇ y = z ◇ ((y ◇ z) ◇ y),train,excluded,excluded,excluded,test
12526,2028,4024,weaker,True,False,x = (y ◇ (z ◇ w)) ◇ (w ◇ u),x ◇ y = (z ◇ (z ◇ x)) ◇ z,train,train,excluded,test,excluded
12527,2423,2208,equivalent,True,True,x = (y ◇ (z ◇ (w ◇ y))) ◇ w,x = ((y ◇ z) ◇ z) ◇ (w ◇ y),excluded,excluded,excluded,test,excluded
12528,3212,2192,equivalent,True,True,x = (((y ◇ z) ◇ z) ◇ x) ◇ z,x = ((y ◇ z) ◇ y) ◇ (w ◇ z),train,excluded,train,excluded,train
12529,4138,1231,incomparable,False,False,x ◇ y = ((x ◇ z) ◇ x) ◇ y,x = x ◇ (((x ◇ y) ◇ y) ◇ x),train,excluded,excluded,excluded,train
12530,2415,2586,incomparable,False,False,x = (y ◇ (z ◇ (w ◇ x))) ◇ x,x = (y ◇ ((z ◇ y) ◇ x)) ◇ z,train,excluded,excluded,test,train
12531,2343,416,weaker,True,False,x = (y ◇ (y ◇ (y ◇ z))) ◇ x,x = x ◇ (x ◇ (y ◇ (x ◇ x))),train,excluded,train,train,test
12532,1630,2269,incomparable,False,False,x = (x ◇ x) ◇ ((x ◇ x) ◇ y),x = (x ◇ (y ◇ (y ◇ z))) ◇ x,train,excluded,test,train,train
12533,3086,4429,incomparable,False,False,x = (((x ◇ y) ◇ z) ◇ x) ◇ y,x ◇ (x ◇ y) = (z ◇ w) ◇ z,train,test,train,train,train
12534,2857,1264,incomparable,False,False,x = ((x ◇ (x ◇ y)) ◇ y) ◇ z,x = x ◇ (((y ◇ z) ◇ y) ◇ z),test,train,excluded,excluded,train
12535,2483,2697,incomparable,False,False,x = (x ◇ ((y ◇ z) ◇ y)) ◇ w,x = ((y ◇ x) ◇ (x ◇ x)) ◇ y,train,train,excluded,train,train
12536,522,3383,incomparable,False,False,x = y ◇ (y ◇ (z ◇ (x ◇ z))),x ◇ y = z ◇ (x ◇ (y ◇ x)),excluded,test,train,train,train
12537,1643,4630,weaker,True,False,x = (x ◇ x) ◇ ((y ◇ z) ◇ w),(x ◇ y) ◇ x = (x ◇ y) ◇ z,train,train,train,train,train
12538,3640,101,incomparable,False,False,x ◇ y = z ◇ ((w ◇ y) ◇ z),x = x ◇ ((x ◇ y) ◇ x),train,train,excluded,test,excluded
12539,3930,145,stronger,False,True,x ◇ y = (x ◇ (y ◇ z)) ◇ x,x = y ◇ ((z ◇ z) ◇ w),test,train,test,train,excluded
12540,1612,4683,weaker,True,False,x = (y ◇ z) ◇ (w ◇ (y ◇ u)),(x ◇ y) ◇ z = (y ◇ w) ◇ u,train,train,train,train,excluded
12541,434,2954,stronger,False,True,x = x ◇ (y ◇ (x ◇ (z ◇ z))),x = ((y ◇ (y ◇ y)) ◇ z) ◇ z,excluded,test,train,train,train
12542,1839,4661,incomparable,False,False,x = (x ◇ (x ◇ y)) ◇ (x ◇ z),(x ◇ y) ◇ y = (y ◇ z) ◇ z,excluded,excluded,train,train,train
12543,842,860,incomparable,False,False,x = x ◇ ((y ◇ y) ◇ (x ◇ x)),x = x ◇ ((y ◇ z) ◇ (z ◇ x)),excluded,excluded,test,train,excluded
12544,1000,4285,weaker,True,False,x = y ◇ ((z ◇ w) ◇ (y ◇ y)),x ◇ (x ◇ y) = x ◇ (y ◇ z),train,train,train,train,excluded
12545,653,2232,incomparable,False,False,x = x ◇ (y ◇ ((z ◇ y) ◇ x)),x = ((y ◇ z) ◇ w) ◇ (u ◇ x),excluded,test,test,excluded,train
12546,2523,2828,equivalent,True,True,x = (y ◇ ((x ◇ z) ◇ z)) ◇ z,x = ((y ◇ z) ◇ (w ◇ y)) ◇ z,excluded,excluded,train,train,excluded
12547,3839,4634,weaker,True,False,x ◇ y = (z ◇ w) ◇ (x ◇ w),(x ◇ y) ◇ x = (x ◇ z) ◇ w,train,train,train,excluded,train
12548,51,3851,incomparable,False,False,x = x ◇ (x ◇ (y ◇ z)),x ◇ y = (z ◇ w) ◇ (w ◇ x),excluded,excluded,excluded,excluded,test
12549,3359,3591,incomparable,False,False,x ◇ y = y ◇ (y ◇ (z ◇ y)),x ◇ y = z ◇ ((x ◇ z) ◇ y),test,train,excluded,train,excluded
12550,380,1391,incomparable,False,False,x ◇ y = (x ◇ z) ◇ x,x = y ◇ (((z ◇ z) ◇ z) ◇ x),train,excluded,excluded,excluded,train
12551,2739,2395,stronger,False,True,x = ((y ◇ y) ◇ (x ◇ z)) ◇ x,x = (y ◇ (z ◇ (y ◇ w))) ◇ z,train,excluded,train,train,train
12552,3715,2383,incomparable,False,False,x ◇ y = (x ◇ x) ◇ (y ◇ y),x = (y ◇ (z ◇ (y ◇ x))) ◇ z,train,train,train,train,train
12553,1881,3086,weaker,True,False,x = (x ◇ (y ◇ z)) ◇ (w ◇ z),x = (((x ◇ y) ◇ z) ◇ x) ◇ y,train,test,train,train,train
12554,665,4425,incomparable,False,False,x = x ◇ (y ◇ ((z ◇ w) ◇ u)),x ◇ (x ◇ y) = (z ◇ z) ◇ z,test,excluded,excluded,train,train
12555,2011,3096,weaker,True,False,x = (y ◇ (z ◇ w)) ◇ (x ◇ z),x = (((x ◇ y) ◇ z) ◇ z) ◇ w,excluded,train,train,excluded,train
12556,22,1851,weaker,True,False,x = y ◇ (z ◇ w),x = (x ◇ (y ◇ x)) ◇ (y ◇ y),train,train,excluded,train,train
12557,3484,3684,incomparable,False,False,x ◇ x = y ◇ ((y ◇ y) ◇ x),x ◇ x = (y ◇ y) ◇ (x ◇ x),train,test,excluded,train,train
12558,4415,3650,stronger,False,True,x ◇ (x ◇ y) = (z ◇ x) ◇ x,x ◇ y = z ◇ ((w ◇ w) ◇ z),excluded,train,excluded,test,train
12559,1503,4490,weaker,True,False,x = (y ◇ x) ◇ (z ◇ (y ◇ y)),x ◇ (y ◇ y) = (z ◇ x) ◇ y,excluded,test,excluded,train,train
12560,265,2336,stronger,False,True,x = ((x ◇ y) ◇ y) ◇ z,x = (y ◇ (y ◇ (x ◇ z))) ◇ w,excluded,excluded,excluded,test,train
12561,4101,3850,stronger,False,True,x ◇ x = ((y ◇ z) ◇ x) ◇ y,x ◇ y = (z ◇ w) ◇ (z ◇ u),train,excluded,excluded,test,train
12562,4126,1316,incomparable,False,False,x ◇ y = ((x ◇ x) ◇ z) ◇ w,x = y ◇ (((y ◇ x) ◇ y) ◇ y),train,excluded,excluded,train,train
12563,2541,3405,incomparable,False,False,x = (y ◇ ((y ◇ y) ◇ x)) ◇ y,x ◇ y = z ◇ (y ◇ (z ◇ y)),train,excluded,excluded,excluded,excluded
12564,987,2631,equivalent,True,True,x = y ◇ ((z ◇ z) ◇ (z ◇ z)),x = (y ◇ ((z ◇ w) ◇ z)) ◇ w,test,train,train,excluded,excluded
12565,27,3920,incomparable,False,False,x = (x ◇ y) ◇ z,x ◇ y = (x ◇ (x ◇ z)) ◇ x,excluded,train,excluded,excluded,train
12566,887,197,stronger,False,True,x = y ◇ ((x ◇ y) ◇ (z ◇ z)),x = (y ◇ z) ◇ (z ◇ w),train,excluded,excluded,test,test
12567,3920,4554,incomparable,False,False,x ◇ y = (x ◇ (x ◇ z)) ◇ x,x ◇ (y ◇ z) = (z ◇ w) ◇ z,excluded,train,train,excluded,train
12568,1115,1303,equivalent,True,True,x = y ◇ ((y ◇ (x ◇ z)) ◇ x),x = y ◇ (((x ◇ z) ◇ z) ◇ x),train,excluded,test,train,excluded
12569,272,1400,weaker,True,False,x = ((y ◇ x) ◇ x) ◇ z,x = y ◇ (((z ◇ w) ◇ x) ◇ x),train,train,train,test,excluded
12570,54,4649,incomparable,False,False,x = x ◇ (y ◇ (x ◇ z)),(x ◇ y) ◇ x = (z ◇ w) ◇ x,excluded,excluded,train,excluded,train
12571,3806,2233,stronger,False,True,x ◇ y = (z ◇ y) ◇ (y ◇ x),x = ((y ◇ z) ◇ w) ◇ (u ◇ y),train,train,excluded,excluded,train
12572,1384,1960,stronger,False,True,x = y ◇ (((z ◇ z) ◇ x) ◇ y),x = (y ◇ (z ◇ x)) ◇ (x ◇ z),excluded,excluded,train,excluded,excluded
12573,4024,1405,incomparable,False,False,x ◇ y = (z ◇ (z ◇ x)) ◇ z,x = y ◇ (((z ◇ w) ◇ y) ◇ x),excluded,excluded,train,excluded,excluded
12574,1132,121,equivalent,True,True,x = y ◇ ((y ◇ (z ◇ x)) ◇ w),x = y ◇ ((x ◇ z) ◇ y),excluded,train,train,excluded,train
12575,163,1895,incomparable,False,False,x = (x ◇ y) ◇ (z ◇ y),x = (y ◇ (x ◇ y)) ◇ (x ◇ y),train,excluded,train,excluded,excluded
12576,2697,1630,incomparable,False,False,x = ((y ◇ x) ◇ (x ◇ x)) ◇ y,x = (x ◇ x) ◇ ((x ◇ x) ◇ y),train,excluded,test,train,train
12577,1978,4491,weaker,True,False,x = (y ◇ (z ◇ y)) ◇ (x ◇ w),x ◇ (y ◇ y) = (z ◇ x) ◇ z,excluded,train,excluded,train,test
12578,65,2052,incomparable,False,False,x = y ◇ (x ◇ (y ◇ x)),x = ((x ◇ y) ◇ x) ◇ (x ◇ z),train,excluded,train,test,train
12579,653,3196,stronger,False,True,x = x ◇ (y ◇ ((z ◇ y) ◇ x)),x = (((y ◇ z) ◇ y) ◇ x) ◇ w,train,excluded,excluded,train,train
12580,2881,3670,incomparable,False,False,x = ((x ◇ (y ◇ y)) ◇ z) ◇ w,x ◇ x = (x ◇ y) ◇ (z ◇ x),excluded,train,excluded,excluded,train
12581,1833,1142,stronger,False,True,x = (x ◇ (x ◇ x)) ◇ (x ◇ y),x = y ◇ ((y ◇ (z ◇ w)) ◇ y),excluded,train,train,train,train
12582,3337,4485,incomparable,False,False,x ◇ y = x ◇ (z ◇ (w ◇ x)),x ◇ (y ◇ y) = (y ◇ z) ◇ x,train,excluded,train,excluded,excluded
12583,4644,2048,incomparable,False,False,(x ◇ y) ◇ x = (z ◇ x) ◇ w,x = ((x ◇ x) ◇ y) ◇ (z ◇ z),excluded,excluded,train,train,train
12584,1123,2109,equivalent,True,True,x = y ◇ ((y ◇ (y ◇ y)) ◇ y),x = ((y ◇ x) ◇ z) ◇ (x ◇ z),train,excluded,excluded,train,excluded
12585,4444,504,incomparable,False,False,x ◇ (y ◇ x) = (y ◇ x) ◇ z,x = y ◇ (y ◇ (x ◇ (y ◇ y))),train,train,excluded,train,excluded
12586,2308,2836,incomparable,False,False,x = (y ◇ (x ◇ (y ◇ z))) ◇ z,x = ((y ◇ z) ◇ (w ◇ w)) ◇ x,train,train,train,excluded,test
12587,2859,2864,equivalent,True,True,x = ((x ◇ (x ◇ y)) ◇ z) ◇ y,x = ((x ◇ (y ◇ x)) ◇ x) ◇ z,train,test,train,excluded,train
12588,4078,1963,stronger,False,True,x ◇ x = ((x ◇ y) ◇ z) ◇ z,x = (y ◇ (z ◇ x)) ◇ (y ◇ y),train,train,excluded,train,excluded
12589,330,2535,stronger,False,True,x ◇ y = x ◇ (z ◇ z),x = (y ◇ ((y ◇ x) ◇ y)) ◇ z,excluded,excluded,excluded,excluded,excluded
12590,2520,4101,weaker,True,False,x = (y ◇ ((x ◇ z) ◇ y)) ◇ w,x ◇ x = ((y ◇ z) ◇ x) ◇ y,train,excluded,excluded,excluded,train
12591,309,2290,incomparable,False,False,x ◇ x = x ◇ (y ◇ x),x = (y ◇ (x ◇ (x ◇ x))) ◇ x,train,excluded,train,train,train
12592,219,2661,incomparable,False,False,x = (y ◇ (x ◇ x)) ◇ y,x = ((x ◇ y) ◇ (x ◇ x)) ◇ z,excluded,train,train,excluded,excluded
12593,2666,1854,incomparable,False,False,x = ((x ◇ y) ◇ (x ◇ z)) ◇ y,x = (x ◇ (y ◇ x)) ◇ (z ◇ y),excluded,test,excluded,train,test
12594,3031,2122,equivalent,True,True,x = ((y ◇ (z ◇ w)) ◇ y) ◇ z,x = ((y ◇ x) ◇ z) ◇ (w ◇ w),excluded,excluded,train,excluded,excluded
12595,2777,788,equivalent,True,True,x = ((y ◇ z) ◇ (x ◇ y)) ◇ w,x = y ◇ (z ◇ ((z ◇ w) ◇ z)),train,excluded,train,excluded,excluded
12596,3042,1539,weaker,True,False,x = ((y ◇ (z ◇ w)) ◇ w) ◇ w,x = (y ◇ y) ◇ (z ◇ (y ◇ x)),test,train,excluded,train,train
12597,611,4157,weaker,True,False,x = y ◇ (z ◇ (w ◇ (u ◇ w))),x ◇ y = ((y ◇ x) ◇ y) ◇ x,train,excluded,train,excluded,excluded
12598,1199,4496,weaker,True,False,x = y ◇ ((z ◇ (w ◇ x)) ◇ z),x ◇ (y ◇ y) = (z ◇ y) ◇ w,train,excluded,excluded,excluded,test
12599,2801,3096,weaker,True,False,x = ((y ◇ z) ◇ (y ◇ w)) ◇ z,x = (((x ◇ y) ◇ z) ◇ z) ◇ w,test,train,train,excluded,excluded
12600,1881,434,incomparable,False,False,x = (x ◇ (y ◇ z)) ◇ (w ◇ z),x = x ◇ (y ◇ (x ◇ (z ◇ z))),excluded,test,train,train,train
12601,3955,571,stronger,False,True,x ◇ y = (y ◇ (x ◇ y)) ◇ y,x = y ◇ (z ◇ (z ◇ (x ◇ x))),test,excluded,test,test,test
12602,2686,2609,incomparable,False,False,x = ((x ◇ y) ◇ (z ◇ y)) ◇ w,x = (y ◇ ((z ◇ z) ◇ z)) ◇ x,train,train,test,train,train
12603,3835,3183,stronger,False,True,x ◇ y = (z ◇ z) ◇ (w ◇ u),x = (((y ◇ z) ◇ x) ◇ y) ◇ w,train,train,train,test,train
12604,1960,3582,weaker,True,False,x = (y ◇ (z ◇ x)) ◇ (x ◇ z),x ◇ y = z ◇ ((x ◇ x) ◇ x),excluded,excluded,excluded,test,train
12605,3607,2223,stronger,False,True,x ◇ y = z ◇ ((y ◇ z) ◇ x),x = ((y ◇ z) ◇ w) ◇ (z ◇ y),train,excluded,train,train,test
12606,2307,4389,weaker,True,False,x = (y ◇ (x ◇ (y ◇ z))) ◇ y,x ◇ (x ◇ x) = (y ◇ y) ◇ y,train,train,excluded,train,excluded
12607,2758,3349,weaker,True,False,x = ((y ◇ y) ◇ (z ◇ y)) ◇ y,x ◇ y = y ◇ (x ◇ (z ◇ y)),train,excluded,train,excluded,train
12608,308,3678,incomparable,False,False,x ◇ x = x ◇ (x ◇ y),x ◇ x = (y ◇ x) ◇ (y ◇ y),test,excluded,train,excluded,test
12609,887,2142,stronger,False,True,x = y ◇ ((x ◇ y) ◇ (z ◇ z)),x = ((y ◇ y) ◇ y) ◇ (z ◇ z),excluded,train,train,excluded,excluded
12610,4059,2337,incomparable,False,False,x ◇ y = (z ◇ (w ◇ u)) ◇ x,x = (y ◇ (y ◇ (y ◇ x))) ◇ x,train,train,excluded,train,excluded
12611,888,3359,weaker,True,False,x = y ◇ ((x ◇ y) ◇ (z ◇ w)),x ◇ y = y ◇ (y ◇ (z ◇ y)),test,excluded,excluded,train,train
12612,4542,2423,stronger,False,True,x ◇ (y ◇ z) = (z ◇ x) ◇ z,x = (y ◇ (z ◇ (w ◇ y))) ◇ w,train,train,excluded,excluded,excluded
12613,4550,3220,stronger,False,True,x ◇ (y ◇ z) = (z ◇ z) ◇ z,x = (((y ◇ z) ◇ z) ◇ z) ◇ z,excluded,train,train,excluded,train
12614,3867,2520,stronger,False,True,x ◇ x = (x ◇ (y ◇ x)) ◇ x,x = (y ◇ ((x ◇ z) ◇ y)) ◇ w,excluded,train,train,train,train
12615,2758,3617,weaker,True,False,x = ((y ◇ y) ◇ (z ◇ y)) ◇ y,x ◇ y = z ◇ ((z ◇ x) ◇ y),train,excluded,train,excluded,train
12616,2420,3227,incomparable,False,False,x = (y ◇ (z ◇ (w ◇ y))) ◇ x,x = (((y ◇ z) ◇ w) ◇ x) ◇ x,test,train,train,excluded,train
12617,3518,3600,incomparable,False,False,x ◇ y = x ◇ ((y ◇ x) ◇ x),x ◇ y = z ◇ ((y ◇ x) ◇ y),excluded,excluded,excluded,excluded,excluded
12618,1957,986,equivalent,True,True,x = (y ◇ (y ◇ z)) ◇ (w ◇ u),x = y ◇ ((z ◇ z) ◇ (z ◇ y)),train,train,train,train,train
12619,3048,3359,weaker,True,False,x = ((y ◇ (z ◇ w)) ◇ u) ◇ u,x ◇ y = y ◇ (y ◇ (z ◇ y)),test,train,test,excluded,train
12620,2055,2796,stronger,False,True,x = ((x ◇ y) ◇ x) ◇ (y ◇ z),x = ((y ◇ z) ◇ (y ◇ z)) ◇ y,train,excluded,test,excluded,train
12621,717,3511,weaker,True,False,x = y ◇ (y ◇ ((y ◇ y) ◇ y)),x ◇ y = x ◇ ((x ◇ y) ◇ x),excluded,train,excluded,excluded,test
12622,1815,3835,weaker,True,False,x = (y ◇ z) ◇ ((w ◇ y) ◇ u),x ◇ y = (z ◇ z) ◇ (w ◇ u),train,train,excluded,test,train
12623,4116,1171,incomparable,False,False,x ◇ x = ((y ◇ z) ◇ w) ◇ u,x = y ◇ ((z ◇ (y ◇ z)) ◇ x),train,excluded,train,test,excluded
12624,3823,1319,stronger,False,True,x ◇ y = (z ◇ z) ◇ (y ◇ x),x = y ◇ (((y ◇ x) ◇ z) ◇ y),excluded,train,test,excluded,train
12625,1852,3199,stronger,False,True,x = (x ◇ (y ◇ x)) ◇ (y ◇ z),x = (((y ◇ z) ◇ y) ◇ y) ◇ z,train,train,excluded,excluded,train
12626,2868,3462,incomparable,False,False,x = ((x ◇ (y ◇ x)) ◇ z) ◇ x,x ◇ x = x ◇ ((y ◇ x) ◇ y),train,train,train,train,excluded
12627,1628,1926,equivalent,True,True,x = (y ◇ z) ◇ (w ◇ (u ◇ v)),x = (y ◇ (y ◇ x)) ◇ (y ◇ z),excluded,train,train,train,train
12628,4499,1847,incomparable,False,False,x ◇ (y ◇ y) = (z ◇ z) ◇ z,x = (x ◇ (y ◇ x)) ◇ (x ◇ x),train,train,train,train,excluded
12629,3608,3340,incomparable,False,False,x ◇ y = z ◇ ((y ◇ z) ◇ y),x ◇ y = x ◇ (z ◇ (w ◇ w)),train,excluded,excluded,excluded,test
12630,3448,1050,incomparable,False,False,x ◇ y = z ◇ (w ◇ (w ◇ w)),x = x ◇ ((y ◇ (y ◇ y)) ◇ z),test,train,train,train,excluded
12631,2226,2288,weaker,True,False,x = ((y ◇ z) ◇ w) ◇ (z ◇ u),x = (x ◇ (y ◇ (z ◇ w))) ◇ w,excluded,train,excluded,train,train
12632,183,501,weaker,True,False,x = (y ◇ y) ◇ (z ◇ y),x = y ◇ (y ◇ (x ◇ (x ◇ y))),train,train,test,train,train
12633,934,1516,incomparable,False,False,x = y ◇ ((y ◇ z) ◇ (z ◇ x)),x = (y ◇ y) ◇ (x ◇ (x ◇ y)),test,excluded,excluded,excluded,excluded
12634,2016,1951,equivalent,True,True,x = (y ◇ (z ◇ w)) ◇ (y ◇ z),x = (y ◇ (y ◇ z)) ◇ (z ◇ z),train,excluded,excluded,excluded,train
12635,1412,3886,weaker,True,False,x = y ◇ (((z ◇ w) ◇ z) ◇ z),x ◇ x = (y ◇ (x ◇ z)) ◇ w,excluded,train,excluded,excluded,train
12636,529,380,weaker,True,False,x = y ◇ (y ◇ (z ◇ (z ◇ y))),x ◇ y = (x ◇ z) ◇ x,train,excluded,train,train,excluded
